"listing_id","title","brand","condition","year","price_million_vnd","location","origin","color","fuel","engine_litre","transmission","seats","mileage_km","source_url"
"6976005","Lexus LM 300h Royal Lounge - 2020","Lexus","cũ","2020","4500","Cần Thơ","nhập khẩu","đen","hybrid","2.5","tự động","4","35000","https://bonbanh.com/oto/generic"
"6976002","VinFast VF2 Eco - 2026","Audi","mới","2026","169","Hà Nội","lắp ráp trong nước","xanh","điện",,"tự động","4",,"https://bonbanh.com/oto/audi"
"6975999","Honda Civic 1.8 AT - 2008","Nissan","cũ","2008","165","Đồng Nai","lắp ráp trong nước","xám","xăng","1.8","tự động","5","999999","https://bonbanh.com/oto/nissan"
"6975994","Honda CRV e:HEV RS - 2026","Volkswagen","cũ","2026","1210","Hà Nội","lắp ráp trong nước","đỏ","hybrid","2","tự động","5","11000","https://bonbanh.com/oto/volkswagen"
"6975985","Kia Cerato 2.0 AT - 2018","Kia","cũ","2018","365","Hà Nội","lắp ráp trong nước","cát","xăng","2","tự động","5","89000","https://bonbanh.com/oto/generic"
"6975982","Nissan X trail 2.0 2WD Premium - 2017","Nissan","cũ","2017","415","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","7","80000","https://bonbanh.com/oto/generic"
"6975977","Volkswagen Teramont X Platinum 2.0 AT - 2024","Volkswagen","cũ","2024","1560","Hà Nội","nhập khẩu","xám","xăng","2","tự động","5","13000","https://bonbanh.com/oto/volkswagen"
"6975958","Ford Territory Titanium X 1.5 AT - 2025","Ford","cũ","2025","755","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","24000","https://bonbanh.com/oto/generic"
"6975955","BMW X3 sDrive20i M Sport - 2024","BMW","cũ","2024","1699","Hà Nội","lắp ráp trong nước","xanh","xăng","2","tự động","5","7500","https://bonbanh.com/oto/generic"
"6975952","Omoda C5 Premium 1.5 Turbo - 2025","Omoda","cũ","2025","475","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","5","25000","https://bonbanh.com/oto/generic"
"6975949","Honda CRV L - 2019","Honda","cũ","2019","690","Hà Nội","nhập khẩu","đen","xăng","1.5","tự động","7","70000","https://bonbanh.com/oto/honda"
"6975944","Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022","Hyundai","cũ","2022","1035","Hà Nội","lắp ráp trong nước","đen","dầu","2.2","tự động","7","10000","https://bonbanh.com/oto/hyundai"
"6975939","Hyundai Accent Đặc biệt 1.5 AT - 2024","Hyundai","cũ","2024","430","Thừa Thiên Huế","lắp ráp trong nước","đen","xăng","1.5","tự động","5","15000","https://bonbanh.com/oto/generic"
"6975938","Honda CRV 2.4 AT - TG - 2016","Honda","cũ","2016","435","Hà Nội","lắp ráp trong nước","đen","xăng","2.4","tự động","5","110000","https://bonbanh.com/oto/generic"
"6975935","Toyota Corolla Cross 1.8V - 2022","Toyota","cũ","2022","665","Hà Nội","nhập khẩu","trắng","xăng","1.8","tự động","5","50000","https://bonbanh.com/oto/generic"
"6975930","Mazda 3 1.5 AT - 2015","Mazda","cũ","2015","305","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.5","tự động","5","111000","https://bonbanh.com/oto/generic"
"6975923","Lexus GS 350 - 2007","Lexus","cũ","2007","386","TP HCM","nhập khẩu","bạc","xăng","3.5","tự động","5","150000","https://bonbanh.com/oto/generic"
"6975910","Porsche Macan 2.0 - 2022","Porsche","cũ","2022","2899","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","40000","https://bonbanh.com/oto/generic"
"6975907","Hyundai Starex - 2010","Hyundai","cũ","2010","275","An Giang","nhập khẩu","ghi","dầu",,"tay","9","300000","https://bonbanh.com/oto/generic"
"6975904","LandRover Range Rover Evoque HSE Dynamic - 2016","LandRover","cũ","2016","688","TP HCM","nhập khẩu","trắng","xăng","2","tự động","5","75000","https://bonbanh.com/oto/generic"
"6975893","Hyundai Tucson 2.0 AT Đặc biệt - 2022","Hyundai","cũ","2022","685","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","80000","https://bonbanh.com/oto/generic"
"6975884","Ford Ranger XLS 2.2L 4x2 AT - 2022","Ford","cũ","2022","530","Hà Nội","lắp ráp trong nước","trắng","dầu","2.2","tự động","5","60000","https://bonbanh.com/oto/generic"
"6975869","Hyundai Accent 1.4 AT Đặc Biệt - 2022","Hyundai","cũ","2022","398","Lâm Đồng","lắp ráp trong nước","trắng","xăng","1.4","tự động","5","58000","https://bonbanh.com/oto/generic"
"6975864","Mitsubishi Grandis 2.4 AT - 2005","Mitsubishi","cũ","2005","169","TP HCM","lắp ráp trong nước","đen","xăng","2.4","tự động","7","150000","https://bonbanh.com/oto/generic"
"6975861","Lexus LX 570 Super Sport - 2018","Lexus","cũ","2018","5788","Hà Nội","nhập khẩu","đen","xăng","5.7","tự động","7","73999","https://bonbanh.com/oto/generic"
"6975848","Ford Everest Sport Special Edition 2.0L 4x2 AT - 2025","Ford","cũ","2025","1120","TP HCM","nhập khẩu","đỏ","dầu","2","tự động","7","34000","https://bonbanh.com/oto/generic"
"6975843","Nissan Navara SL 2.5MT 4WD - 2015","Nissan","cũ","2015","299","Hà Nội","nhập khẩu","nâu","dầu","2.5","tay","5","123000","https://bonbanh.com/oto/generic"
"6975834","Ford Ranger Wildtrak 2.0L 4x4 AT - 2022","Ford","cũ","2022","745","TP HCM","lắp ráp trong nước","xám","dầu","2","tự động","5","72000","https://bonbanh.com/oto/generic"
"6975824","Ford Everest Titanium 2.0L 4x2 AT - 2022","Ford","cũ","2022","1070","TP HCM","nhập khẩu","đỏ","dầu","2","tự động","7","27000","https://bonbanh.com/oto/generic"
"6975817","Ford Everest Titanium 2.0L 4x2 AT - 2022","Ford","cũ","2022","890","TP HCM","nhập khẩu","trắng","dầu","2","tự động","7","34000","https://bonbanh.com/oto/generic"
"6975814","Toyota Raize G 1.0 CVT - 2025","Toyota","cũ","2025","495","Hà Nội","nhập khẩu","trắng","xăng","1","tự động","5","8000","https://bonbanh.com/oto/generic"
"6975807","Mazda 3 1.5 AT - 2016","Mazda","cũ","2016","298","Hà Nội","lắp ráp trong nước","nâu","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975804","Mazda 3 1.5 AT - 2016","Mazda","cũ","2016","298","Hà Nội","lắp ráp trong nước","nâu","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975801","Hyundai SantaFe Premium 2.4L HTRAC - 2019","Hyundai","cũ","2019","688","Hà Nội","lắp ráp trong nước","đen","xăng","2.4","tự động","7","140000","https://bonbanh.com/oto/generic"
"6975798","Honda CRV e:HEV RS - 2026","Honda","cũ","2026","1215","Hà Nội","lắp ráp trong nước","đỏ","hybrid","2","tự động","5","10000","https://bonbanh.com/oto/generic"
"6975797","Mercedes Benz GLS 480 4Matic Maybach - 2023","Mercedes","cũ","2023","5550","TP HCM","nhập khẩu","trắng","xăng","3","tự động","4","55000","https://bonbanh.com/oto/generic"
"6975796","Hyundai SantaFe Tiêu chuẩn 2.5L - 2022","Hyundai","cũ","2022","850","Lâm Đồng","lắp ráp trong nước","trắng","xăng","2.5","tự động","7","56000","https://bonbanh.com/oto/generic"
"6975789","Ford Everest Wildtrak 2.0L 4x4 AT - 2023","Ford","cũ","2023","1175","TP HCM","nhập khẩu","đỏ","dầu","2","tự động","7","70000","https://bonbanh.com/oto/generic"
"6975782","Ford Ranger Sport 2.0L 4x4 AT - 2024","Ford","cũ","2024","685","Hà Nội","lắp ráp trong nước","trắng","dầu","2","tự động","5","41000","https://bonbanh.com/oto/generic"
"6975781","Ford Ranger XLS 2.0L 4x2 AT - 2022","Ford","cũ","2022","528","Hà Nội","lắp ráp trong nước","trắng","dầu","2","tự động","5","60000","https://bonbanh.com/oto/generic"
"6975776","Mitsubishi Outlander 2.0 CVT - 2020","Mitsubishi","cũ","2020","415","Hà Nội","lắp ráp trong nước","nâu","xăng","2","tự động","7","100000","https://bonbanh.com/oto/generic"
"6975775","Mercedes Benz C class C200 Avantgarde Plus - 2021","Mercedes","cũ","2021","1139","Hà Nội","lắp ráp trong nước","đen","xăng","1.5","tự động","5","14000","https://bonbanh.com/oto/generic"
"6975772","Honda Brio RS - 2021","Honda","cũ","2021","315","TP HCM","nhập khẩu",,"xăng","1.2","tự động","5","78000","https://bonbanh.com/oto/generic"
"6975771","Honda City 1.5TOP - 2017","Honda","cũ","2017","304","TP HCM","lắp ráp trong nước","đỏ","xăng","1.5","tự động","5","173000","https://bonbanh.com/oto/generic"
"6975766","Toyota Vios G 1.5 CVT - 2022","Toyota","cũ","2022","341","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","56000","https://bonbanh.com/oto/generic"
"6975762","Toyota Camry 2.4G - 2011","Toyota","cũ","2011","306","Hà Nội","lắp ráp trong nước","đen","xăng","2.4","tự động","5","120000","https://bonbanh.com/oto/generic"
"6975759","Kia Carens - 2015","Kia","cũ","2015","21000","TP HCM","lắp ráp trong nước","cát","xăng",,"tay","7","120","https://bonbanh.com/oto/generic"
"6975758","Mazda CX5 2.0 Deluxe - 2020","Mazda","cũ","2020","530","Nam Định","lắp ráp trong nước","đỏ","xăng","2","tự động","5","10110","https://bonbanh.com/oto/generic"
"6975747","Ford Everest Titanium 2.0L 4x2 AT - 2022","Ford","cũ","2022","890","TP HCM","nhập khẩu","trắng","dầu","2","tự động","7","34000","https://bonbanh.com/oto/generic"
"6975742","VinFast VF8 Plus AWD - 2025","VinFast","cũ","2025","850","TP HCM","lắp ráp trong nước","xám","điện",,"tự động","5","20000","https://bonbanh.com/oto/generic"
"6975739","Honda CRV e:HEV RS - 2026","Honda","cũ","2026","1215","Hà Nội","lắp ráp trong nước","đỏ","hybrid","2","tự động","5","10000","https://bonbanh.com/oto/generic"
"6975738","Kia Soluto 1.4 AT Deluxe - 2019","Kia","cũ","2019","285","Đồng Nai","lắp ráp trong nước",,"xăng","1.4","tự động","5","100000","https://bonbanh.com/oto/generic"
"6975737","BMW 5 Series 520i - 2013","BMW","cũ","2013","418","Hà Nội","nhập khẩu","đen","xăng","2","tự động","5","90000","https://bonbanh.com/oto/generic"
"6975732","Audi Q5 2.0 AT - 2016","Audi","cũ","2016","560","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","78000","https://bonbanh.com/oto/audi"
"6975719","Isuzu NQR - 2015","Isuzu","cũ","2015","375","Bà Rịa Vũng Tàu","lắp ráp trong nước","trắng","dầu",,"tay",,,"https://bonbanh.com/oto/generic"
"6975718","BMW X1 sDrive20i Xline - 2026","BMW","mới","2026","1668","Hà Nội","nhập khẩu","xám","xăng","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6975715","Volkswagen Teramont X Platinum 2.0 AT - 2024","Volkswagen","cũ","2024","1680","Hà Nội","nhập khẩu","xám","xăng","2","tự động","5","30000","https://bonbanh.com/oto/volkswagen"
"6975710","Toyota Fortuner 2.7V 4x2 AT - 2017","Toyota","cũ","2017","593","TP HCM","nhập khẩu","đen","xăng","2.7","tự động","7","90000","https://bonbanh.com/oto/generic"
"6975705","Ford Ranger Raptor 3.0L 4x4 AT - 2026","Ford","mới","2026","1378","TP HCM","nhập khẩu","xanh","xăng","3","tự động","5",,"https://bonbanh.com/oto/generic"
"6975702","VinFast Lux A 2.0 Premium 2.0 AT - 2021","VinFast","cũ","2021","590","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","24000","https://bonbanh.com/oto/generic"
"6975701","Toyota Land Cruiser VX 4.6 V8 - 2016","Toyota","cũ","2016","2890","Hà Nội","nhập khẩu","đen","xăng","4.6","tự động","8","69","https://bonbanh.com/oto/generic"
"6975698","Toyota Corolla Cross 1.8V - 2022","Toyota","cũ","2022","628","Bình Thuận","nhập khẩu","trắng","xăng","1.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6975693","Ford Everest Platinum 2.0L 4x2 AT - 2026","Ford","mới","2026","1255","TP HCM","nhập khẩu","bạc","dầu","2","tự động","7",,"https://bonbanh.com/oto/generic"
"6975688","Ford Everest Titanium 2.0L 4x2 AT - 2026","Ford","mới","2026","1229","TP HCM","nhập khẩu","đen","dầu","2","tự động","7",,"https://bonbanh.com/oto/generic"
"6975685","Kia Carnival Signature 2.2D - 2024","Kia","cũ","2024","1069","Hà Nội","lắp ráp trong nước","đen","dầu","2.2","tự động","7","100000","https://bonbanh.com/oto/generic"
"6975684","Kia Cerato 1.6 AT Luxury - 2020","Kia","cũ","2020","410","Tây Ninh","lắp ráp trong nước","đỏ","xăng","1.6","tự động","5","84000","https://bonbanh.com/oto/generic"
"6975683","Lexus LX 570 - 2008","Lexus","cũ","2008","1252","TP HCM","nhập khẩu","đen","xăng","5.7","tự động","7",,"https://bonbanh.com/oto/generic"
"6975680","VinFast VF9 Plus 6S - 2026","VinFast","cũ","2026","1289","TP HCM","lắp ráp trong nước","trắng","điện",,"tự động","6","1400","https://bonbanh.com/oto/generic"
"6975679","Isuzu QKR QLR77FE5 ĐÔNG LẠNH - 2026","Isuzu","mới","2026","825","TP HCM","lắp ráp trong nước","trắng","dầu",,,"3",,"https://bonbanh.com/oto/generic"
"6975676","Toyota Fortuner 2.4G 4x2 AT - 2020","Toyota","cũ","2020","797","TP HCM","lắp ráp trong nước","xanh","dầu","2.4","tự động","7","80000","https://bonbanh.com/oto/generic"
"6975673","Hyundai i20 1.4 AT - 2010","Hyundai","cũ","2010","159","Thanh Hóa","nhập khẩu","xanh","xăng","1.4","tự động","5","13456","https://bonbanh.com/oto/generic"
"6975670","Mercedes Benz S class S450L - 2018","Mercedes","cũ","2018","1495","TP HCM","lắp ráp trong nước","đen","xăng","3","tự động","5","61000","https://bonbanh.com/oto/generic"
"6975669","Chevrolet Colorado High Country 2.5L 4x4 AT - 2018","Chevrolet","cũ","2018","400","Lâm Đồng","nhập khẩu","ghi","dầu","2.5","tự động","5","108000","https://bonbanh.com/oto/generic"
"6975666","Hyundai SantaFe 2.2L - 2021","Hyundai","cũ","2021","789","TP HCM","lắp ráp trong nước","đen","dầu","2.2","tự động","7","80000","https://bonbanh.com/oto/generic"
"6975663","Toyota Land Cruiser VX 4.6 V8 - 2014","Toyota","cũ","2014","1850","TP HCM","nhập khẩu","đen","xăng","4.6","tự động","8","136000","https://bonbanh.com/oto/generic"
"6975662","VinFast VF3 Plus - 2025","VinFast","cũ","2025","189","Hà Nội","lắp ráp trong nước","xanh","điện",,"tự động","4","1900","https://bonbanh.com/oto/generic"
"6975659","Mercedes Benz E class E300 AMG - 2017","Mercedes","cũ","2017","990","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","23000","https://bonbanh.com/oto/generic"
"6975656","Mercedes Benz GLC 250 4Matic - 2018","Mercedes","cũ","2018","797","TP HCM","lắp ráp trong nước","đen","xăng","2","tự động","5","98000","https://bonbanh.com/oto/generic"
"6975655","Mazda CX5 2.5 AT - 2016","Mazda","cũ","2016","435","Hà Nội","lắp ráp trong nước","xanh","xăng","2.5","tự động","5","68000","https://bonbanh.com/oto/generic"
"6975652","Mercedes Benz GLS 450 4Matic - 2021","Mercedes","cũ","2021","3500","Hà Nội","nhập khẩu","trắng","xăng","3","tự động","7","28000","https://bonbanh.com/oto/generic"
"6975651","Mazda 3 1.5 AT - 2015","Mazda","cũ","2015","309","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","12000","https://bonbanh.com/oto/generic"
"6975650","Subaru Forester 2.0i-S - 2019","Subaru","cũ","2019","590","TP HCM","nhập khẩu","xanh","xăng","2","tự động","5","59000","https://bonbanh.com/oto/generic"
"6975647","Audi A4 1.8T - 2010","Audi","cũ","2010","219","TP HCM","nhập khẩu","trắng","xăng","1.8","tự động","5","123456","https://bonbanh.com/oto/audi"
"6975646","Toyota Fj cruiser - 2026","Toyota","mới","2026","1210","TP HCM","nhập khẩu","trắng","xăng",,"tự động","5",,"https://bonbanh.com/oto/generic"
"6975643","Hyundai Elantra 1.6 MT - 2008","Hyundai","cũ","2008","105","Nam Định","nhập khẩu","bạc","xăng","1.6","tay","5",,"https://bonbanh.com/oto/generic"
"6975641","Lotus Emira Turbo SE - 2026","Lotus","mới","2026","8579","Hà Nội","nhập khẩu",,"xăng",,"tự động","2",,"https://bonbanh.com/oto/generic"
"6975638","Lexus LX 570 - 2009","Lexus","cũ","2009","1670","TP HCM","nhập khẩu","xám","xăng","5.7","tự động","7","128000","https://bonbanh.com/oto/generic"
"6975637","Ford Ranger Wildtrak 2.0L 4x4 AT - 2020","Ford","cũ","2020","565","Bình Phước","nhập khẩu","đen","dầu","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6975630","Toyota Innova 2.0G - 2013","Toyota","cũ","2013","285","TP HCM","lắp ráp trong nước","cát","xăng","2","tự động","8",,"https://bonbanh.com/oto/generic"
"6975627","Honda City 1.5 AT - 2016","Honda","cũ","2016","275","TP HCM","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","110000","https://bonbanh.com/oto/generic"
"6975626","Ford Ranger XLS 2.0L 4x2 AT - 2025","Ford","cũ","2025","625","Vĩnh Phúc","lắp ráp trong nước","trắng","dầu","2","tự động","5","4000","https://bonbanh.com/oto/generic"
"6975621","Hyundai Tucson 1.6 AT Turbo - 2019","Hyundai","cũ","2019","535","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.6","tự động","5","160000","https://bonbanh.com/oto/generic"
"6975620","Toyota Vios 1.5E MT - 2019","Toyota","cũ","2019","239","TP HCM","lắp ráp trong nước","bạc","xăng","1.5","tay","5","125000","https://bonbanh.com/oto/generic"
"6975619","VinFast VF2 Eco - 2026","VinFast","mới","2026","169","Hà Nội","lắp ráp trong nước","đỏ","điện",,"tự động","4",,"https://bonbanh.com/oto/generic"
"6975618","Toyota Innova Cross HEV 2.0 CVT - 2024","Toyota","cũ","2024","886","TP HCM","nhập khẩu","đen","hybrid","2","tự động","7","48000","https://bonbanh.com/oto/generic"
"6975617","Hyundai Avante 1.6 AT - 2011","Hyundai","cũ","2011","230","Gia Lai","lắp ráp trong nước","trắng","xăng","1.6","tự động","5",,"https://bonbanh.com/oto/generic"
"6975607","Toyota Prado GX 3.0 MT - 2007","Toyota","cũ","2007","395","TP HCM","nhập khẩu","trắng","dầu","3","tay","7",,"https://bonbanh.com/oto/generic"
"6975604","Porsche Panamera 2.9 V6 - 2024","Porsche","cũ","2024","6450","Hà Nội","nhập khẩu","trắng","xăng","2.9","tự động","4","24000","https://bonbanh.com/oto/generic"
"6975603","Suzuki Ertiga Sport 1.5 AT - 2022","Suzuki","cũ","2022","355","TP HCM","nhập khẩu","xám","xăng","1.5","tự động","7","60000","https://bonbanh.com/oto/generic"
"6975600","Ford Everest Titanium 2.0L 4x2 AT - 2025","Ford","cũ","2025","1210","TP HCM","nhập khẩu","nâu","dầu","2","tự động","7","16000","https://bonbanh.com/oto/generic"
"6975599","Toyota Corolla altis 1.8G AT - 2015","Toyota","cũ","2015","358","Hải Phòng","lắp ráp trong nước","đen","xăng","1.8","tự động","5","100000","https://bonbanh.com/oto/generic"
"6975598","Toyota Corolla XLi 1.8 AT - 2002","Toyota","cũ","2002","115","Tây Ninh","nhập khẩu","đen","xăng","1.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6975597","Toyota Rush 1.5S AT - 2021","Toyota","cũ","2021","379","TP HCM","nhập khẩu","xám","xăng","1.5","tự động","7","113000","https://bonbanh.com/oto/generic"
"6975594","Ford Ranger Stormtrak 2.0L 4x4 AT - 2025","Ford","cũ","2025","935","TP HCM","nhập khẩu","bạc","dầu","2","tự động","5","32000","https://bonbanh.com/oto/generic"
"6975593","Ford Transit Limousine - 2019","Ford","cũ","2019","520","Đà Nẵng","lắp ráp trong nước","đen","dầu","2.4","tay","10","80000","https://bonbanh.com/oto/generic"
"6975590","Toyota Vios E CVT - 2024","Toyota","mới","2024","360","Tây Ninh","lắp ráp trong nước","xanh","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975589","Porsche Macan 2.0 - 2022","Porsche","cũ","2022","2899","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","40000","https://bonbanh.com/oto/generic"
"6975588","BMW 7 Series 750Li - 2006","BMW","cũ","2006","320","TP HCM","nhập khẩu","đen","xăng","4.8","tự động","5","130000","https://bonbanh.com/oto/generic"
"6975585","Chevrolet Aveo LT 1.5 MT - 2016","Chevrolet","cũ","2016","142","Tây Ninh","lắp ráp trong nước","trắng","xăng","1.5","tay","5","82000","https://bonbanh.com/oto/generic"
"6975584","Porsche Macan 2.0 - 2022","Porsche","cũ","2022","2899","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","40000","https://bonbanh.com/oto/generic"
"6975583","Toyota Corolla altis 1.8G AT - 2013","Toyota","cũ","2013","320","Nghệ An","lắp ráp trong nước","đen","xăng","1.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6975580","Hyundai i10 Grand 1.2 MT Base - 2017","Hyundai","cũ","2017","169","Bình Dương","nhập khẩu","bạc","xăng","1.25","tay","5",,"https://bonbanh.com/oto/generic"
"6975579","Lexus LX 570 - 2014","Lexus","cũ","2014","2480","Hà Nội","nhập khẩu","đen","xăng","5.7","tự động","7","180000","https://bonbanh.com/oto/generic"
"6975574","Toyota Fortuner Legender 2.7L 4x4 AT - 2025","Toyota","cũ","2025","1299","TP HCM","nhập khẩu","đen","xăng","2.7","tự động","7","7000","https://bonbanh.com/oto/generic"
"6975571","Toyota Prado LC250 2.4L - 2026","Toyota","mới","2026","3410","TP HCM","nhập khẩu","đen","xăng","2.4","tự động","7",,"https://bonbanh.com/oto/generic"
"6975568","Toyota Innova 2.0E - 2016","Toyota","cũ","2016","345","Bình Dương","lắp ráp trong nước","bạc","xăng","2","tay","8","80000","https://bonbanh.com/oto/generic"
"6975567","Mazda CX3 Luxury 1.5 AT - 2026","Mazda","mới","2026","569","Hà Nội","lắp ráp trong nước","vàng","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6975564","Toyota Fortuner 2.4G 4x2 AT Legender - 2020","Toyota","cũ","2020","845","Bình Dương","lắp ráp trong nước","trắng","dầu","2.4","tự động","7","97000","https://bonbanh.com/oto/generic"
"6975561","Hyundai Venue 1.0 T-GDi Đặc Biệt - 2024","Hyundai","cũ","2024","485","Bình Dương","lắp ráp trong nước","đỏ","xăng","1","tự động","5","6000","https://bonbanh.com/oto/generic"
"6975560","Lexus RX 300 - 2021","Lexus","cũ","2021","2299","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","98000","https://bonbanh.com/oto/generic"
"6975559","Mazda 3 1.5L Premium - 2022","Mazda","cũ","2022","545","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","18500","https://bonbanh.com/oto/generic"
"6975558","Toyota Innova 2.0E - 2016","Toyota","cũ","2016","324","Bình Dương","lắp ráp trong nước","đồng","xăng","2","tay","8","95000","https://bonbanh.com/oto/generic"
"6975554","Toyota Vios 1.5E - 2018","Toyota","cũ","2018","275","Bình Phước","lắp ráp trong nước","bạc","xăng","1.5","tay","5",,"https://bonbanh.com/oto/generic"
"6975553","Toyota Camry 2.4G - 2008","Toyota","cũ","2008","245","Bình Dương","lắp ráp trong nước","đen","xăng","2.4","tự động","5","125000","https://bonbanh.com/oto/generic"
"6975550","Kia Sorento Signature 2.2 AT AWD - 2022","Kia","cũ","2022","855","Hà Nội","lắp ráp trong nước","trắng","dầu","2.2","tự động","7","63000","https://bonbanh.com/oto/generic"
"6975549","Kia Carnival Signature 2.2D - 2025","Kia","cũ","2025","1475","Gia Lai","lắp ráp trong nước","trắng","dầu","2.2","tự động","7","4000","https://bonbanh.com/oto/generic"
"6975546","Ford Ranger XLT 4x4 MT - 2004","Ford","cũ","2004","125","Đăk Nông","lắp ráp trong nước","đỏ","dầu","2.5","tay","5",,"https://bonbanh.com/oto/generic"
"6975543","Mitsubishi Xpander Cross 1.5 AT - 2023","Mitsubishi","cũ","2023","525","Gia Lai","nhập khẩu","trắng","xăng","1.5","tự động","7","49000","https://bonbanh.com/oto/generic"
"6975542","Mazda CX8 Luxury - 2021","Mazda","cũ","2021","699","Hà Nội","lắp ráp trong nước","trắng","xăng","2.5","tự động","7","70000","https://bonbanh.com/oto/generic"
"6975539","BMW X4 xDrive20i M Sport - 2021","BMW","cũ","2021","1850","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","88000","https://bonbanh.com/oto/generic"
"6975536","Mercedes Benz S class S450L - 2020","Mercedes","cũ","2020","1999","Hà Nội","lắp ráp trong nước","trắng","xăng","3","tự động","5","69000","https://bonbanh.com/oto/generic"
"6975533","Mercedes Benz GLC 300 4Matic - 2024","Mercedes","cũ","2024","2098","Hà Nội","lắp ráp trong nước","trắng","hybrid","2","tự động","5","15000","https://bonbanh.com/oto/generic"
"6975532","VinFast Fadil Tiêu chuẩn 1.4 AT - 2022","VinFast","cũ","2022","279","Hà Nội","lắp ráp trong nước","xám","xăng","1.4","tự động","5","50000","https://bonbanh.com/oto/generic"
"6975527","Rolls Royce Cullinan Black Badge 6.75 V12 - 2020","Rolls","cũ","2020","28000","Hà Nội","nhập khẩu","đen","xăng","6.7","tự động","4","50000","https://bonbanh.com/oto/generic"
"6975526","Mercedes Benz S class S400L - 2016","Mercedes","cũ","2016","1099","Hà Nội","lắp ráp trong nước","trắng","xăng","3","tự động","5","97000","https://bonbanh.com/oto/generic"
"6975525","Kia Carens EX 2.0 MT - 2010","Kia","cũ","2010","165","Hà Nội","lắp ráp trong nước","bạc","xăng","2","tay","7","26000","https://bonbanh.com/oto/generic"
"6975522","Mercedes Benz S class S400L - 2016","Mercedes","cũ","2016","1179","Hà Nội","lắp ráp trong nước","đen","xăng","3","tự động","5","80000","https://bonbanh.com/oto/generic"
"6975519","Kia K2700 Thùng Kín 1 tấn - 2010","Kia","cũ","2010","89","Bắc Ninh","lắp ráp trong nước","xanh","dầu",,"tay","3","200000","https://bonbanh.com/oto/generic"
"6975518","Audi A1 1.4 TFSI - 2010","Audi","cũ","2010","250","Hải Phòng","nhập khẩu","đỏ","xăng","1.4","tự động","4",,"https://bonbanh.com/oto/generic"
"6975515","Toyota Camry 2.0G - 2019","Toyota","cũ","2019","692","TP HCM","nhập khẩu","đen","xăng","2","tự động","5","80000","https://bonbanh.com/oto/generic"
"6975514","Toyota Corolla Cross 1.8V - 2020","Toyota","cũ","2020","566","TP HCM","nhập khẩu","trắng","xăng","1.8","tự động","5","566","https://bonbanh.com/oto/generic"
"6975511","Hyundai Accent 1.4 MT Base - 2018","Hyundai","cũ","2018","209","TP HCM","lắp ráp trong nước","trắng","xăng","1.4","tay","5",,"https://bonbanh.com/oto/generic"
"6975508","Hyundai i10 Grand 1.0 AT - 2014","Hyundai","cũ","2014","218","Hà Nội","nhập khẩu","cam","xăng","1","tự động","5","60000","https://bonbanh.com/oto/generic"
"6975507","Honda CRV 2.4 AT - 2010","Honda","cũ","2010","240","Hà Nội","lắp ráp trong nước","bạc","xăng","2.4","tự động","5","190000","https://bonbanh.com/oto/generic"
"6975504","Mitsubishi Xpander Premium 1.5 AT - 2024","Mitsubishi","cũ","2024","486","TP HCM","nhập khẩu","trắng","xăng","1.5","tự động","7","83000","https://bonbanh.com/oto/generic"
"6975503","LandRover Range Rover Sport HSE - 2014","LandRover","cũ","2014","959","TP HCM","nhập khẩu","trắng","xăng","3","tự động","7","62000","https://bonbanh.com/oto/generic"
"6975502","Mitsubishi Xpander Cross 1.5 AT - 2022","Mitsubishi","cũ","2022","479","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","7","70000","https://bonbanh.com/oto/generic"
"6975501","Toyota Innova 2.0E - 2018","Toyota","cũ","2018","368","Bình Dương","lắp ráp trong nước","đồng","xăng","2","tay","8",,"https://bonbanh.com/oto/generic"
