"listing_id","title","brand","condition","year","price_million_vnd","location","origin","color","fuel","engine_litre","transmission","seats","mileage_km","source_url"
"6958409","Lexus RX 350 - 2016","Lexus","cũ","2016","1790","Hà Nội","nhập khẩu","trắng","xăng","3.5","tự động","5","98000","https://bonbanh.com/oto/generic"
"6958397","Ford Ranger Wildtrak 2.0L 4x4 AT - 2021","Ford","cũ","2021","620","TP HCM","lắp ráp trong nước","trắng","dầu","2","tự động","5","91000","https://bonbanh.com/oto/generic"
"6958391","Mazda CX5 2.0 AT - 2018","Mazda","cũ","2018","515","Hà Nội","lắp ráp trong nước","xanh","xăng","2","tự động","5","78800","https://bonbanh.com/oto/generic"
"6958389","Toyota Camry 2.5Q - 2013","Toyota","cũ","2013","415","Hải Dương","lắp ráp trong nước","cát","xăng","2.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6958371","Hyundai Accent 1.4 AT Đặc Biệt - 2023","Hyundai","cũ","2023","415","Đà Nẵng","lắp ráp trong nước","đen","xăng","1.4","tự động","5","53000","https://bonbanh.com/oto/generic"
"6958368","Mazda CX5 Premium 2.0 AT - 2022","Mazda","cũ","2022","669","TP HCM","lắp ráp trong nước","trắng","xăng","2","tự động","5","40000","https://bonbanh.com/oto/generic"
"6958343","Toyota Fortuner 2.8V 4x4 AT - 2018","Toyota","cũ","2018","780","TP HCM","nhập khẩu","trắng","dầu","2.8","tự động","7","62147","https://bonbanh.com/oto/generic"
"6958302","Toyota Innova E 2.0 MT - 2021","Toyota","cũ","2021","485","Bình Dương","lắp ráp trong nước","đen","xăng","2","tay","8","65000","https://bonbanh.com/oto/generic"
"6958269","VinFast Fadil 1.4 AT - 2021","VinFast","cũ","2021","276","Hải Phòng","lắp ráp trong nước","xám","xăng","1.4","tự động","5","73000","https://bonbanh.com/oto/generic"
"6958244","VinFast Lux SA 2.0 Premium 2.0 AT - 2020","VinFast","cũ","2020","525","Hà Nội","lắp ráp trong nước","đen","xăng","2","tự động","7","140000","https://bonbanh.com/oto/generic"
"6958232","Hyundai SantaFe Cao cấp 2.2L HTRAC - 2024","Hyundai","cũ","2024","1100","Hà Nội","lắp ráp trong nước","trắng","dầu","2.2","tự động","7","64000","https://bonbanh.com/oto/generic"
"6958188","VinFast Fadil 1.4 AT Plus - 2021","VinFast","cũ","2021","290","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.4","tự động","5","37000","https://bonbanh.com/oto/generic"
"6958174","Mercedes Benz GLC 200 4Matic - 2023","Mercedes","cũ","2023","1598","TP HCM","lắp ráp trong nước","trắng","hybrid","2","tự động","5","32000","https://bonbanh.com/oto/generic"
"6958072","Kia Sedona Platinum G - 2018","Kia","cũ","2018","579","Hà Nội","lắp ráp trong nước","trắng","xăng","3.3","tự động","7","98000","https://bonbanh.com/oto/generic"
"6957990","Hyundai Accent 1.4 AT Đặc Biệt - 2022","Hyundai","cũ","2022","430","Đăk Lăk","lắp ráp trong nước","cát","xăng","1.4","tự động","5","15500","https://bonbanh.com/oto/generic"
"6957987","Mercedes Benz C class C200 Avantgarde Plus - 2021","Mercedes","cũ","2021","1140","Hà Nội","lắp ráp trong nước","đen","xăng","1.5","tự động","5","14000","https://bonbanh.com/oto/generic"
"6957984","Hyundai i10 Grand 1.2 MT - 2021","Hyundai","cũ","2021","265","Đăk Lăk","lắp ráp trong nước","trắng","xăng","1.2","tay","5","34000","https://bonbanh.com/oto/generic"
"6957969","Hyundai Accent 1.5 AT - 2026","Hyundai","cũ","2026","455","Đăk Lăk","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","2500","https://bonbanh.com/oto/generic"
"6957966","Kia K3 Premium 1.6 AT - 2022","Kia","cũ","2022","475","Đăk Lăk","lắp ráp trong nước","xanh","xăng","1.6","tự động","5","49600","https://bonbanh.com/oto/generic"
"6957947","Kia Cerato 1.6 AT - 2018","Kia","cũ","2018","375","Hải Phòng","lắp ráp trong nước","trắng","xăng","1.6","tự động","5",,"https://bonbanh.com/oto/generic"
"6957923","Toyota Yaris Cross 1.5 D-CVT - 2025","Toyota","cũ","2025","620","Đồng Nai","nhập khẩu","xanh","xăng","1.5","tự động","5","4000","https://bonbanh.com/oto/generic"
"6957912","Toyota Wigo G 1.2 AT - 2024","Toyota","cũ","2024","375","Đồng Nai","nhập khẩu","đỏ","xăng","1.2","tự động","5","11000","https://bonbanh.com/oto/generic"
"6957906","LandRover Defender 110 P300 2.0 AT - 2021","LandRover","cũ","2021","3390","Hà Nội","nhập khẩu","xanh","xăng","2","tự động","4",,"https://bonbanh.com/oto/generic"
"6957858","Volkswagen ID Era 9X EREV AWD - 2026","Volkswagen","mới","2026","2999","TP HCM","nhập khẩu","xanh","điện",,"tự động","6",,"https://bonbanh.com/oto/volkswagen"
"6957806","VinFast VF3 Plus - 2025","VinFast","cũ","2025","239","Hà Nội","lắp ráp trong nước","đỏ","điện",,"tự động","4",,"https://bonbanh.com/oto/generic"
"6957741","Toyota Innova E 2.0 MT - 2021","Toyota","cũ","2021","470","TP HCM","lắp ráp trong nước","nâu","xăng","2","tay","8","93000","https://bonbanh.com/oto/generic"
"6957721","Mercedes Benz GLS 600 4Matic Maybach - 2021","Mercedes","cũ","2021","6860","Hà Nội","nhập khẩu","đen","hybrid","4","tự động","4",,"https://bonbanh.com/oto/generic"
"6957717","Mercedes Benz S class S450L Luxury - 2019","Mercedes","cũ","2019","1999","TP HCM","lắp ráp trong nước","xanh","xăng","3","tự động","5","70000","https://bonbanh.com/oto/generic"
"6957702","Toyota Corolla altis 1.8G AT - 2021","Toyota","cũ","2021","530","Hà Nội","lắp ráp trong nước","trắng","xăng","1.8","tự động","5","60000","https://bonbanh.com/oto/generic"
"6957699","Porsche Cayenne 3.6 V6 - 2013","Porsche","cũ","2013","1199","TP HCM","nhập khẩu","nâu","xăng","3.6","tự động","5","147000","https://bonbanh.com/oto/generic"
"6957654","VinFast Lux SA 2.0 Base 2.0 AT - 2019","VinFast","cũ","2019","459","Hà Nội","lắp ráp trong nước","đỏ","xăng","2","tự động","7","100000","https://bonbanh.com/oto/generic"
"6957610","Lexus RX 350h Premium - 2025","Lexus","cũ","2025","3290","Hà Nội","nhập khẩu","xám","hybrid","2.5","tự động","5","30000","https://bonbanh.com/oto/generic"
"6957590","Toyota Innova G - 2007","Toyota","cũ","2007","148","Đồng Nai","lắp ráp trong nước","cát","xăng","2","tay","8",,"https://bonbanh.com/oto/generic"
"6957585","Hyundai Accent 1.4 AT Đặc Biệt - 2024","Hyundai","cũ","2024","440","Đồng Nai","lắp ráp trong nước","đen","xăng","1.4","tự động","5",,"https://bonbanh.com/oto/generic"
"6957573","VinFast VF6 Plus - 2025","VinFast","cũ","2025","565","Hà Nội","lắp ráp trong nước","xám","điện",,"tự động","5","83000","https://bonbanh.com/oto/generic"
"6957572","Daewoo Lacetti CDX 1.6 AT - 2009","Daewoo","cũ","2009","115","Sơn La","nhập khẩu","đen","xăng","1.6","tự động","5",,"https://bonbanh.com/oto/generic"
"6957568","Nissan Navara LE 2.5MT 4WD - 2013","Nissan","cũ","2013","228","Sơn La","nhập khẩu","trắng","dầu","2.5","tay","5",,"https://bonbanh.com/oto/generic"
"6957566","Honda CRV 2.4 AT - 2016","Honda","cũ","2016","490","Đồng Nai","lắp ráp trong nước","trắng","xăng","2.4","tự động","5",,"https://bonbanh.com/oto/generic"
"6957561","Hyundai Grand Starex 2.5 MT - 2013","Hyundai","cũ","2013","365","TP HCM","nhập khẩu","ghi","dầu","2.5","tay","9",,"https://bonbanh.com/oto/generic"
"6957555","Hyundai i10 1.2 AT - 2021","Hyundai","cũ","2021","299","Đồng Nai","lắp ráp trong nước","bạc","xăng","1.2","tự động","5","80000","https://bonbanh.com/oto/generic"
"6957549","Kia Seltos Deluxe 1.4 AT - 2020","Kia","cũ","2020","435","Đăk Lăk","lắp ráp trong nước","trắng","xăng","1.4","tự động","5","37000","https://bonbanh.com/oto/generic"
"6957479","Toyota Camry 2.5Q - 2015","Toyota","cũ","2015","525","Hải Dương","lắp ráp trong nước","cát","xăng","2.5","tự động","5","525","https://bonbanh.com/oto/generic"
"6957452","Kia K3 Premium 1.6 AT - 2022","Kia","cũ","2022","499","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.6","tự động","5","57000","https://bonbanh.com/oto/generic"
"6957432","Mercedes Benz C class C300 AMG - 2017","Mercedes","cũ","2017","630","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","129000","https://bonbanh.com/oto/generic"
"6957430","Ford Transit Trend - 2024","Ford","cũ","2024","595","Hải Phòng","lắp ráp trong nước","đen","dầu","2.3","tay","16","68000","https://bonbanh.com/oto/generic"
"6957414","Ford Ranger Wildtrak 3.0L 4x4 AT - 2026","Ford","mới","2026","1028","Hà Nội","lắp ráp trong nước","cam","dầu","3","tự động","5",,"https://bonbanh.com/oto/generic"
"6957398","Mercedes Benz C class C200 Exclusive - 2021","Mercedes","cũ","2021","898","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","48000","https://bonbanh.com/oto/generic"
"6957392","Rolls Royce Ghost 6.6 V12 - 2010","Rolls","cũ","2010","4299","TP HCM","nhập khẩu","đen","xăng","6.6","tự động","4",,"https://bonbanh.com/oto/generic"
"6957391","VinFast VF5 Plus - 2026","VinFast","mới","2026","395","TP HCM","lắp ráp trong nước","xanh","điện",,"tự động","5",,"https://bonbanh.com/oto/generic"
"6957390","VinFast VF5 Plus - 2026","VinFast","mới","2026","395","TP HCM","lắp ráp trong nước","đỏ","điện",,"tự động","5",,"https://bonbanh.com/oto/generic"
"6957384","Toyota Fortuner 2.7V 4x4 AT - 2016","Toyota","cũ","2016","425","Bình Dương","lắp ráp trong nước","đen","xăng","2.7","tự động","7","120000","https://bonbanh.com/oto/generic"
"6957379","Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023","Hyundai","cũ","2023","1020","Hà Nội","lắp ráp trong nước","đỏ","dầu","2.2","tự động","7","57000","https://bonbanh.com/oto/hyundai"
"6957375","Lexus NX 300 - 2021","Lexus","cũ","2021","1999","TP HCM","nhập khẩu","đen","xăng","2","tự động","5","45000","https://bonbanh.com/oto/generic"
"6957363","Ford Everest 2.5L 4x2 AT - 2013","Ford","cũ","2013","320","Đăk Lăk","lắp ráp trong nước","bạc","dầu","2.5","tự động","7","170000","https://bonbanh.com/oto/generic"
"6957357","BMW 4 Series 420i Convertible - 2018","BMW","cũ","2018","1599","TP HCM","nhập khẩu","cam","xăng","2","tự động","4","52000","https://bonbanh.com/oto/generic"
"6957342","Mercedes Benz GLC 300 4Matic - 2023","Mercedes","cũ","2023","1999","TP HCM","lắp ráp trong nước","trắng","hybrid","2","tự động","5","25000","https://bonbanh.com/oto/generic"
"6957332","Mazda CX5 2.5 AT 2WD - 2018","Mazda","cũ","2018","529","Hà Nội","lắp ráp trong nước","xanh","xăng","2.5","tự động","5","70000","https://bonbanh.com/oto/generic"
"6957297","VinFast VF5 Plus - 2025","VinFast","cũ","2025","386","Hà Nội","lắp ráp trong nước","trắng","điện",,"tự động","5","33000","https://bonbanh.com/oto/generic"
"6957285","Mazda CX3 Luxury 1.5 AT - 2025","Mazda","cũ","2025","555","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.5","tự động","5","5000","https://bonbanh.com/oto/generic"
"6957276","Ford Everest Titanium 2.0L 4x2 AT - 2025","Ford","cũ","2025","1200","Tây Ninh","nhập khẩu","trắng","dầu","2","tự động","7","12000","https://bonbanh.com/oto/generic"
"6957248","Mercedes Benz C class C300 AMG - 2021","Mercedes","cũ","2021","1368","TP HCM","nhập khẩu","xám","xăng","2","tự động","5","61000","https://bonbanh.com/oto/generic"
"6957177","Lexus RX 350 - 2019","Lexus","cũ","2019","2099","TP HCM","nhập khẩu","nâu","xăng","3.5","tự động","5","159000","https://bonbanh.com/oto/generic"
"6957159","Hyundai SantaFe 2.4L 4WD - 2018","Hyundai","cũ","2018","565","Hà Nội","lắp ráp trong nước","đen","xăng","2.4","tự động","7","100000","https://bonbanh.com/oto/generic"
"6957153","Mercedes Benz C class C200 Avantgarde Plus - 2022","Mercedes","cũ","2022","1199","TP HCM","lắp ráp trong nước","đen","xăng","1.5","tự động","5","68000","https://bonbanh.com/oto/generic"
"6957126","Ford Ranger Raptor 2.0L 4x4 AT - 2023","Volkswagen","cũ","2023","955","Hà Nội","nhập khẩu","xám","dầu","2","tự động","5","70000","https://bonbanh.com/oto/volkswagen"
"6957104","Lexus LS 460L - 2008","Lexus","cũ","2008","560","TP HCM","nhập khẩu","vàng","xăng","4.6","tự động","5",,"https://bonbanh.com/oto/generic"
"6957068","Hyundai Accent 1.4 AT - 2023","Hyundai","cũ","2023","375","Hà Nội","lắp ráp trong nước","đen","xăng","1.4","tự động","5","70000","https://bonbanh.com/oto/generic"
"6957067","Hyundai Accent 1.5 AT - 2026","Hyundai","mới","2026","456","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6957055","Hyundai Accent 1.5 AT - 2026","Hyundai","mới","2026","456","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6957035","Ford Everest Titanium Plus 2.0L 4x4 AT - 2025","Ford","cũ","2025","1339","Hà Nội","nhập khẩu","trắng","dầu","2","tự động","7","9000","https://bonbanh.com/oto/generic"
"6957026","Toyota Corolla altis 1.8V - 2022","Toyota","cũ","2022","635","Hà Nội","nhập khẩu","đen","xăng","1.8","tự động","5","50000","https://bonbanh.com/oto/generic"
"6957013","Mercedes Benz S class S450L Luxury - 2019","Mercedes","cũ","2019","1899","Hà Nội","lắp ráp trong nước","đen","xăng","3","tự động","5","49000","https://bonbanh.com/oto/generic"
"6957009","Hyundai Accent 1.5 MT - 2026","Hyundai","mới","2026","408","Hà Nội","lắp ráp trong nước","bạc","xăng","1.5","tay","5",,"https://bonbanh.com/oto/generic"
"6957005","Hyundai SantaFe Calligraphy 2.5L HTRAC 7S - 2026","Hyundai","mới","2026","1169","Hà Nội","lắp ráp trong nước","đỏ","xăng","2.5","tự động","7",,"https://bonbanh.com/oto/generic"
"6956992","Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022","Hyundai","cũ","2022","1025","TP HCM","lắp ráp trong nước","trắng","dầu","2.2","tự động","7","30000","https://bonbanh.com/oto/generic"
"6956980","BMW X6 xDrive35i - 2008","BMW","cũ","2008","299","Hà Nội","nhập khẩu","trắng","xăng","3","tự động","5","130000","https://bonbanh.com/oto/generic"
"6956966","Hyundai Kona Đặc Biệt 2.0 AT - 2019","Hyundai","cũ","2019","435","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","87000","https://bonbanh.com/oto/generic"
"6956927","Mazda 3 1.5L Deluxe - 2022","Mazda","cũ","2022","455","Hà Nội","lắp ráp trong nước","xanh","xăng","1.5","tự động","5","41000","https://bonbanh.com/oto/generic"
"6956917","Mitsubishi Grandis 2.4 AT - 2005","Mitsubishi","cũ","2005","175","TP HCM","lắp ráp trong nước","bạc","xăng","2.4","tự động","7","85000","https://bonbanh.com/oto/generic"
"6956886","Toyota Alphard Luxury Executive Lounge - 2019","Toyota","cũ","2019","2550","Hà Nội","nhập khẩu","đen","xăng","3.5","tự động","7","110000","https://bonbanh.com/oto/generic"
"6956880","Suzuki Swift GLX 1.2 AT - 2021","Suzuki","cũ","2021","439","Hà Nội","nhập khẩu","trắng","xăng","1.2","tự động","5","48000","https://bonbanh.com/oto/generic"
"6956856","Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2026","Hyundai","mới","2026","883","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.6","tự động","5",,"https://bonbanh.com/oto/generic"
"6956854","Ford Ranger XLS 2.2L 4x2 AT - 2021","Ford","cũ","2021","518","Đồng Nai","nhập khẩu","xanh","dầu","2.2","tự động","5",,"https://bonbanh.com/oto/generic"
"6956843","Nissan Navara VL Premium R - 2019","Nissan","cũ","2019","505","Đồng Nai","nhập khẩu","xám","dầu","2.5","tự động","5","79000","https://bonbanh.com/oto/generic"
"6956829","Volkswagen Teramont X Platinum 2.0 AT - 2025","Volkswagen","cũ","2025","1839","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6956794","Mazda CX5 Luxury 2.0 AT - 2022","Mazda","cũ","2022","645","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","66000","https://bonbanh.com/oto/generic"
"6956752","Kia Morning Si AT - 2017","Kia","cũ","2017","235","Đồng Nai","lắp ráp trong nước","đỏ","xăng","1.25","tự động","5","30000","https://bonbanh.com/oto/generic"
"6956739","Toyota Fortuner Legender 2.4L 4x2 AT - 2022","Toyota","cũ","2022","949","TP HCM","lắp ráp trong nước","đen","dầu","2.4","tự động","7","80000","https://bonbanh.com/oto/generic"
"6956676","VinFast VF3 Plus - 2025","VinFast","cũ","2025","235","Đăk Lăk","lắp ráp trong nước","xanh","điện",,"tự động","4",,"https://bonbanh.com/oto/generic"
"6956661","Toyota Innova G - 2011","Toyota","cũ","2011","145","Hà Nội","lắp ráp trong nước","vàng","xăng","2","tay","8","19000","https://bonbanh.com/oto/generic"
"6956658","Honda City L 1.5 AT - 2022","Honda","cũ","2022","405","Hà Nội","lắp ráp trong nước","đen","xăng","1.5","tự động","5","45000","https://bonbanh.com/oto/generic"
"6956645","Toyota Fortuner 2.5G - 2016","Toyota","cũ","2016","415","Bình Dương","lắp ráp trong nước","bạc","dầu","2.5","tay","7",,"https://bonbanh.com/oto/generic"
"6956535","Mitsubishi Xpander 1.5 MT - 2021","Mitsubishi","cũ","2021","365","Hà Nội","nhập khẩu","bạc","xăng","1.5","tay","7","97000","https://bonbanh.com/oto/generic"
"6956362","Lexus RX 350 Premium - 2023","Lexus","cũ","2023","2750","TP HCM","nhập khẩu","đồng","xăng","2.4","tự động","5","46000","https://bonbanh.com/oto/generic"
"6956182","Hyundai Veloster 1.6 AT - 2011","Hyundai","cũ","2011","295","Bình Dương","nhập khẩu","đỏ","xăng","1.6","tự động","5",,"https://bonbanh.com/oto/generic"
"6956177","Mercedes Benz S class S450 4Matic Maybach - 2019","Mercedes","cũ","2019","3380","Hà Nội","nhập khẩu","đen","xăng","3","tự động","4","70000","https://bonbanh.com/oto/generic"
"6956149","Audi A4 2.0 TFSI - 2016","Audi","cũ","2016","565","Hà Nội","nhập khẩu","đen","xăng","2","tự động","5","95000","https://bonbanh.com/oto/generic"
"6956112","Lotus Eletre 600 - 2026","Lotus","mới","2026","5796","Hà Nội","nhập khẩu","đen","điện",,"tự động","5",,"https://bonbanh.com/oto/generic"
"6956105","Lexus LX 570 - 2009","Lexus","cũ","2009","1480","TP HCM","nhập khẩu","vàng","xăng","5.7","tự động","7",,"https://bonbanh.com/oto/generic"
"6956104","Mazda CX8 Premium - 2024","Mazda","cũ","2024","909","Hà Nội","lắp ráp trong nước","trắng","xăng","2.5","tự động","7","51000","https://bonbanh.com/oto/generic"
"6956089","Toyota Fortuner Legender 2.7L 4x4 AT - 2025","Toyota","cũ","2025","1099","TP HCM","nhập khẩu","bạc","xăng","2.7","tự động","7","39000","https://bonbanh.com/oto/generic"
"6956078","Lotus Emeya 600 - 2026","Lotus","mới","2026","5684","Hà Nội","nhập khẩu","trắng","điện",,"tay","5",,"https://bonbanh.com/oto/generic"
"6956050","Mitsubishi Pajero 3.0 - 2008","Mitsubishi","cũ","2008","185","Hưng Yên","nhập khẩu","xanh","xăng","3","tay","5",,"https://bonbanh.com/oto/generic"
"6956042","Toyota Fortuner 2.8V 4x4 AT - 2018","Toyota","cũ","2018","779","TP HCM","nhập khẩu","trắng","dầu","2.8","tự động","7","62000","https://bonbanh.com/oto/generic"
"6956032","Hyundai Custin Cao Cấp 2.0T - 2024","Hyundai","cũ","2024","805","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","7","35000","https://bonbanh.com/oto/generic"
"6956029","Lexus RX 350 F Sport - 2021","Lexus","cũ","2021","2999","TP HCM","nhập khẩu","xám","xăng","3.5","tự động","5","58200","https://bonbanh.com/oto/generic"
"6956028","Audi TT 2.0 TFSI - 2016","Audi","cũ","2016","1068","TP HCM","nhập khẩu","xanh","xăng","2","tự động","4","25000","https://bonbanh.com/oto/generic"
"6956022","Porsche 718 Cayman 2.0 AT - 2021","Porsche","cũ","2021","3379","TP HCM","nhập khẩu","vàng","xăng","2","tự động","2","13000","https://bonbanh.com/oto/generic"
"6956017","Toyota Fortuner 2.8V 4x4 AT - 2018","Toyota","cũ","2018","779","TP HCM","nhập khẩu","trắng","dầu","2.8","tự động","7","62147","https://bonbanh.com/oto/generic"
"6956016","Porsche Macan 2.0 - 2021","Porsche","cũ","2021","2638","TP HCM","nhập khẩu","trắng","xăng","2","tự động","5","16000","https://bonbanh.com/oto/generic"
"6956003","Mercedes Benz S class S450 4Matic - 2022","Mercedes","cũ","2022","3250","TP HCM","nhập khẩu","xanh","xăng","3","tự động","5","16000","https://bonbanh.com/oto/generic"
"6955999","Kia Soluto 1.4 MT Deluxe - 2020","Kia","cũ","2020","252","Bình Dương","lắp ráp trong nước","trắng","xăng","1.4","tay","5",,"https://bonbanh.com/oto/generic"
"6955984","Toyota Corolla altis 1.8G AT - 2021","Toyota","cũ","2021","529","Hà Nội","lắp ráp trong nước","trắng","xăng","1.8","tự động","5","68000","https://bonbanh.com/oto/generic"
"6955955","Ford Transit Tiêu chuẩn - 2023","Ford","cũ","2023","545","TP HCM","lắp ráp trong nước","bạc","dầu","2.2","tay","16","100000","https://bonbanh.com/oto/generic"
"6955927","Honda City RS 1.5 AT - 2023","Honda","cũ","2023","479","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","38000","https://bonbanh.com/oto/generic"
"6955884","Mazda CX5 Luxury 2.0 AT - 2024","Mazda","cũ","2024","699","Đà Nẵng","lắp ráp trong nước","trắng","xăng","2","tự động","5","40000","https://bonbanh.com/oto/generic"
"6955883","Kia Cerato 1.6 AT Deluxe - 2020","Kia","cũ","2020","415","Đà Nẵng","lắp ráp trong nước","trắng","xăng","1.6","tự động","5","50000","https://bonbanh.com/oto/generic"
"6955876","Kia Morning AT - 2014","Kia","cũ","2014","182","Đồng Nai","lắp ráp trong nước","bạc","xăng","1.25","tự động","5",,"https://bonbanh.com/oto/generic"
"6955859","Mercedes Benz E class E300 AMG - 2019","Mercedes","cũ","2019","1268","TP HCM","lắp ráp trong nước","xanh","xăng","2","tự động","5","16000","https://bonbanh.com/oto/generic"
"6955858","Mitsubishi Xforce Premium - 2025","Mitsubishi","cũ","2025","609","TP HCM","nhập khẩu","xám","xăng","1.5","tự động","5","6500","https://bonbanh.com/oto/generic"
"6955848","Toyota Vios 1.5E MT - 2018","Toyota","cũ","2018","265","TP HCM","lắp ráp trong nước","bạc","xăng","1.5","tay","5",,"https://bonbanh.com/oto/generic"
"6955846","Mitsubishi Xpander 1.5 AT - 2024","Mitsubishi","cũ","2024","485","TP HCM","nhập khẩu","đen","xăng","1.5","tự động","7","35000","https://bonbanh.com/oto/generic"
"6955835","Mazda 2 1.5 AT - 2023","Mazda","cũ","2023","358","Đồng Nai","nhập khẩu","đỏ","xăng","1.5","tự động","5","50000","https://bonbanh.com/oto/generic"
"6955821","Mitsubishi Xpander 1.5 AT - 2025","Mitsubishi","cũ","2025","515","TP HCM","lắp ráp trong nước","trắng","xăng","1.5","tự động","7","48000","https://bonbanh.com/oto/generic"
"6955799","Toyota Camry 2.0E - 2018","Toyota","cũ","2018","605","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","76000","https://bonbanh.com/oto/generic"
"6955787","Kia Sportage Signature X-Line 2.0D - 2025","Kia","cũ","2025","860","TP HCM","lắp ráp trong nước","trắng","dầu","2","tự động","5","8000","https://bonbanh.com/oto/generic"
"6955775","Honda CRV L - 2025","Honda","cũ","2025","1005","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","7","14000","https://bonbanh.com/oto/honda"
"6955765","Toyota Hilux Pro 2.8L 4x2 AT - 2026","Toyota","mới","2026","671","Hà Nội","nhập khẩu","cam","dầu","2.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6955733","Toyota Veloz Cross Top 1.5 CVT - 2024","Toyota","cũ","2024","520","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","7","75000","https://bonbanh.com/oto/generic"
"6955723","Toyota Corolla Cross 1.8HEV - 2026","Toyota","mới","2026","825","Hà Nội","nhập khẩu","đỏ","hybrid","1.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6955717","Toyota Corolla Cross 1.8HEV - 2026","Toyota","mới","2026","828","Hà Nội","nhập khẩu","trắng","hybrid","1.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6955704","Peugeot 3008 GT - 2022","Peugeot","cũ","2022","725","Hà Nội","lắp ráp trong nước","trắng","xăng","1.6","tự động","5","43000","https://bonbanh.com/oto/peugeot"
"6955699","Toyota Corolla Cross 1.8V - 2026","Toyota","mới","2026","770","Hà Nội","nhập khẩu","trắng","xăng","1.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6955693","Peugeot 3008 AL - 2021","Peugeot","cũ","2021","615","Hà Nội","lắp ráp trong nước","đen","xăng","1.6","tự động","5","60000","https://bonbanh.com/oto/generic"
"6955678","Hyundai Accent 1.4 AT Đặc Biệt - 2021","Hyundai","cũ","2021","395","Hà Nội","lắp ráp trong nước","đen","xăng","1.4","tự động","5","60000","https://bonbanh.com/oto/generic"
"6955675","Honda City RS 1.5 AT - 2021","Honda","cũ","2021","396","TP HCM","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","21000","https://bonbanh.com/oto/generic"
"6955672","Kia Carnival Signature 2.2D - 2024","Kia","cũ","2024","1140","Bắc Ninh","lắp ráp trong nước","trắng","dầu","2.2","tự động","7","42000","https://bonbanh.com/oto/generic"
"6955665","Ford Territory Titanium X 1.5 AT - 2023","Ford","cũ","2023","699","Hà Nội","lắp ráp trong nước","đen","xăng","1.5","tự động","5","57000","https://bonbanh.com/oto/generic"
"6955492","Isuzu Dmax Prestige 1.9L 4x2 AT - 2026","Isuzu","mới","2026","641","TP HCM","nhập khẩu","trắng","dầu","1.9","tự động","5",,"https://bonbanh.com/oto/generic"
"6955487","BMW X7 xDrive40i - 2023","BMW","cũ","2023","4368","TP HCM","nhập khẩu","xanh","xăng","3","tự động","7","17979","https://bonbanh.com/oto/generic"
"6955473","MG HS Trophy 1.5 AT 2WD - 2021","MG","cũ","2021","400","Bình Dương","nhập khẩu","đen","xăng","1.5","tự động","5","36000","https://bonbanh.com/oto/generic"
"6955427","Ford Everest Titanium 2.0L 4x4 AT - 2021","Ford","cũ","2021","855","Hà Nội","nhập khẩu","đen","dầu","2","tự động","7","77000","https://bonbanh.com/oto/generic"
"6955426","Suzuki Swift 1.4 AT - 2016","Suzuki","cũ","2016","245","Phú Thọ","lắp ráp trong nước","trắng","xăng","1.4","tự động","5","100000","https://bonbanh.com/oto/generic"
"6955367","Kia Carnival Signature 2.2D - 2022","Kia","cũ","2022","958","TP HCM","lắp ráp trong nước","xanh","dầu","2.2","tự động","7","70000","https://bonbanh.com/oto/generic"
"6955363","Kia Sonet Premium 1.5 AT - 2021","Kia","cũ","2021","519","TP HCM","lắp ráp trong nước","vàng","xăng","1.5","tự động","5","42000","https://bonbanh.com/oto/generic"
"6955358","Toyota Innova Cross 2.0V CVT - 2025","Toyota","cũ","2025","793","TP HCM","nhập khẩu","đồng","xăng","2","tự động","8","29600","https://bonbanh.com/oto/generic"
"6955356","Toyota Camry 2.5Q - 2022","Toyota","cũ","2022","968","TP HCM","nhập khẩu","đỏ","xăng","2.5","tự động","5","60000","https://bonbanh.com/oto/generic"
